id,date,product,category,link,title,description
11493e745f175aed3cb6db8ba84ea7b83ced0ce1,"Mon, 06 Jun 2022 16:47:17 +0000",amazon-rds-for-mysql,databases,https://aws.amazon.com/about-aws/whats-new/2022/06/amazon-rds-mysql-supports-minor-versions/,Amazon RDS for MySQL supports new minor versions 5.7.38 and 8.0.29,"<p>Following the announcement of updates in MySQL database versions <a href=""https://dev.mysql.com/doc/relnotes/mysql/5.7/en/"" rel=""noopener"" target=""_blank"">5.7</a> and <a href=""https://dev.mysql.com/doc/relnotes/mysql/8.0/en/"" rel=""noopener"" target=""_blank"">8.0</a>, we have updated <a href=""https://aws.amazon.com/rds/mysql/"" rel=""noopener"" target=""_blank"">Amazon Relational Database Service (Amazon RDS) for MySQL</a> to support MySQL minor versions 5.7.38, and 8.0.29.</p>"
6ba09d26599801b4b7990bbb4c9a78e28087aa43,"Wed, 14 Sep 2022 21:35:59 +0000",amazon-rds-for-oracle,databases,https://aws.amazon.com/about-aws/whats-new/2022/09/amazon-rds-oracle-instance-store-temporary-tablespace-database-smart-flash-cache-m5d-r5d/,Amazon RDS for Oracle now supports the instance store for temporary tablespace and the Database Smart Flash Cache for M5d and R5d instances," <p><a href=""https://aws.amazon.com/rds/oracle/"" rel=""noopener"" target=""_blank"">Amazon Relational Database Service (Amazon RDS) for Oracle</a>&nbsp"
2e3f15ff7472d253b0a7534288bb40b344c2f1ba,"Tue, 30 Aug 2022 19:36:31 +0000",amazon-rds-for-oracle,databases,https://aws.amazon.com/about-aws/whats-new/2022/08/amazon-rds-oracle-m6i-r6i-instances-new-regions/,Amazon RDS for Oracle now supports M6i and R6i instances in new regions,"<p><a href=""https://aws.amazon.com/rds/oracle/"" rel=""noopener"" target=""_blank"">Amazon Relational Database Service (Amazon RDS) for Oracle</a> now supports M6i and R6i instances in new regions. In April 2022, Amazon RDS for Oracle has already launched the support of <a href=""https://aws.amazon.com/about-aws/whats-new/2022/04/amazon-rds-oracle-m6i-r6i-instances/"" rel=""noopener"" target=""_blank"">M6i and R6i instances</a> in some regions.</p>"
c1d73577b40b15de6abc939b7aec5387ab79aaab,"Tue, 23 Aug 2022 18:58:50 +0000",amazon-rds-for-oracle,databases,https://aws.amazon.com/about-aws/whats-new/2022/08/amazon-rds-oracle-supports-managed-oracle-data-guard-switchover-automated-backups-replicas/, Amazon RDS for Oracle now supports managed Oracle Data Guard Switchover and Automated Backups for replicas," <p>Starting today, <a href=""https://aws.amazon.com/rds/oracle/"" rel=""noopener"" target=""_blank"">Amazon Relational Database Service (Amazon RDS) for Oracle</a> supports&nbsp"
b9070c3c9917a1a993041dd76f9fc6f8111a4cf7,"Fri, 12 Aug 2022 21:08:16 +0000",amazon-rds-for-oracle,databases,https://aws.amazon.com/about-aws/whats-new/2022/08/amazon-rds-custom-oracle-scale-compute/, Amazon RDS Custom for Oracle now supports Scale Compute," <p><a href=""https://aws.amazon.com/rds/custom/"" rel=""noopener"" target=""_blank"">Amazon Relational Database Service (Amazon RDS) Custom</a> for Oracle now supports Scale Compute operation. With this, you can now scale your Amazon RDS Custom for Oracle instance up or down.<br /> </p>"
2878619621f3800865339aef033e264fab0201b9,"Mon, 08 Aug 2022 21:01:54 +0000",amazon-rds-for-oracle,databases,https://aws.amazon.com/about-aws/whats-new/2022/08/amazon-rds-custom-oracle-supports-promotion-replica/, Amazon RDS Custom for Oracle now supports promotion of managed in-region read replica," <p><a href=""https://aws.amazon.com/rds/custom/"" rel=""noopener"" target=""_blank"">Amazon Relational Database Service (Amazon RDS) Custom for Oracle</a> now&nbsp"
915bc047e6fce68504be6b5b5d3dcd06f745a5f8,"Tue, 02 Aug 2022 16:20:54 +0000",amazon-rds-for-oracle,databases,https://aws.amazon.com/about-aws/whats-new/2022/08/amazon-rds-oracle-april-2022-patch-set-update-19c-21c/,Amazon RDS for Oracle now supports April 2022 patch set update (PSU) for 12.1 and release updates (RU) for 19c & 21c," <p><a href=""https://aws.amazon.com/rds/oracle/"" rel=""noopener"" target=""_blank"">Amazon Relational Database Service (Amazon RDS) for Oracle</a>&nbsp"
9046bedd0a7d73624c6d3467e31b3c122039cb0d,"Wed, 22 Jun 2022 16:08:56 +0000",amazon-rds-for-oracle,databases,https://aws.amazon.com/about-aws/whats-new/2022/06/amazon-rds-custom-oracle-supports-database-12-2-18c/,Amazon RDS Custom for Oracle now supports Oracle database 12.2 and 18c," <p><a href=""https://aws.amazon.com/rds/custom/"" rel=""noopener"" target=""_blank"">Amazon Relational Database Service (Amazon RDS) Custom</a>&nbsp"
574b49956cc7bd220c935f6a3db6f5536d12f610,"Wed, 22 Jun 2022 19:27:51 +0000",amazon-rds-for-oracle,databases,https://aws.amazon.com/about-aws/whats-new/2022/06/amazon-rds-custom-available-additional-aws-regions/,Amazon RDS Custom is now available in 2 additional AWS Regions," <p><a href=""https://aws.amazon.com/rds/custom/"" rel=""noopener"" target=""_blank"">Amazon Relation Database Service (Amazon RDS) Custom</a> is now available in Asia Pacific (Mumbai) and Europe (London) AWS Regions.<br /> </p>"
085d013a7e765f192bbfefc915eaf3e86b2107cb,"Fri, 14 Oct 2022 20:59:22 +0000",amazon-rds-for-sql-server,databases,https://aws.amazon.com/about-aws/whats-new/2022/10/amazon-rds-sql-server-supports-minor-versions-2014-2016-2017-2019/,"Amazon RDS for SQL Server Supports minor versions 2014 SP3 CU4, 2016 SP3 GDR, 2017 CU 30, and 2019 CU16","""<p>New minor versions of Microsoft SQL Server are now available on <a href=""""https://aws.amazon.com/rds/sqlserver/"""" rel=""""noopener"""" target=""""_blank"""">Amazon RDS for SQL Server</a>, offering&nbsp"
8a25d53e30377fd514ea0bf8d90e28b3cc0dbe2f,"Mon, 19 Sep 2022 20:36:04 +0000",amazon-rds-for-sql-server,databases,https://aws.amazon.com/about-aws/whats-new/2022/09/amazon-rds-proxy-rds-sql-server/, Amazon RDS Proxy now supports Amazon RDS for SQL Server," <p><a href=""https://aws.amazon.com/rds/proxy/"" rel=""noopener"" target=""_blank"">Amazon RDS Proxy</a>, a fully managed, highly available database proxy for <a href=""https://aws.amazon.com/rds/"" rel=""noopener"" target=""_blank"">Amazon Relational Database Service (RDS)</a>, now supports&nbsp"
f242538a7076de8991df2a43f165f705e8655281,"Fri, 26 Aug 2022 17:18:16 +0000",amazon-rds-for-sql-server,databases,https://aws.amazon.com/about-aws/whats-new/2022/08/amazon-rds-sql-server-email-subscription-sql-server-reporting-services/, Amazon RDS for SQL Server now supports email subscription for SQL Server Reporting Services (SSRS)," <p><a href=""https://aws.amazon.com/rds/sqlserver/"" rel=""noopener"" target=""_blank"">Amazon Relational Database Service (Amazon RDS) for SQL Server</a> now supports email subscription for SQL Server Reporting Services (SSRS). There is no additional cost to use the email subscription feature on your Amazon RDS for SQL Server DB instance.</p>"
1365cb1975b0b66cf4db83b02adf23c424c60e56,"Mon, 15 Aug 2022 21:06:17 +0000",amazon-rds-for-sql-server,databases,https://aws.amazon.com/about-aws/whats-new/2022/08/amazon-rds-sql-server-m6i-r6i-r5b-instances-additional-regions/,"Amazon RDS for SQL Server supports M6i, R6i and R5b instances in additional regions"," <p><a href=""https://aws.amazon.com/rds/sqlserver/"" rel=""noopener"" target=""_blank"">Amazon RDS for SQL Server</a>&nbsp"
65be3e1cbcaf8fe65d9699b350fdbc94f3fb23c1,"Thu, 04 Aug 2022 16:12:30 +0000",amazon-rds-for-sql-server,databases,https://aws.amazon.com/about-aws/whats-new/2022/08/amazon-rds-postgresql-supports-minor-versions/,"Amazon RDS for PostgreSQL supports new minor versions 14.3, 13.7, 12.11, 11.16, and 10.21","<p><a href=""https://aws.amazon.com/rds/postgresql/"" rel=""noopener"" target=""_blank"">Amazon Relational Database Service (Amazon RDS) for PostgreSQL</a> now supports PostgreSQL minor versions 14.3, 13.7, 12.11, 11.16, and 10.21. We recommend you upgrade to the latest minor versions to fix known security vulnerabilities in prior versions of PostgreSQL, and to benefit from the bug fixes, performance improvements, and new functionality added by the PostgreSQL community. Please refer to the <a href=""https://www.postgresql.org/about/news/postgresql-143-137-1211-1116-and-1021-released-2449/"" rel=""noopener"" target=""_blank"">PostgreSQL community announcement</a> for more details about the release.<br /> </p>"
3c514a976924c80b0cdb77bb770267a68d702e47,"Tue, 28 Jun 2022 18:54:00 +0000",amazon-rds-for-sql-server,databases,https://aws.amazon.com/about-aws/whats-new/2022/06/amazon-rds-increases-concurrent-copy-limit-snapshots-destination-region/,Amazon RDS increases concurrent copy limit to 20 snapshots per destination region,"<p><a href=""https://aws.amazon.com/rds/"" rel=""noopener"" target=""_blank"">Amazon RDS</a> now allows you to have up to 20 concurrent snapshot copy requests per destination region per account, an increase from the former limit of five concurrent copies per destination region per account.</p>"
3ff97848f95e768637e67cb547c1a280c778114c,"Tue, 14 Jun 2022 14:36:51 +0000",amazon-rds-for-sql-server,databases,https://aws.amazon.com/about-aws/whats-new/2022/06/amazon-rds-sql-server-supports-tde-enabled-sql-server-database-migration/, Amazon RDS for SQL Server Now Supports TDE enabled SQL Server Database Migration," <p><a href=""https://aws.amazon.com/rds/sqlserver/"" rel=""noopener"" target=""_blank"">Amazon Relational Database Service (Amazon RDS) for SQL Server</a> now supports TDE enabled database migrations using Native Backup/Restore for Microsoft SQL Server. Previously, you would need to disable TDE on your on-premises TDE enabled SQL Server database in order to migrate to Amazon RDS.</p>"
fea6a165455c799b9c4f03201a9d4b2541eaa671,"Thu, 09 Jun 2022 17:30:43 +0000",amazon-rds-for-sql-server,databases,https://aws.amazon.com/about-aws/whats-new/2022/06/amazon-rds-sql-server-supports-2014-sp3-cu4-su/,Amazon RDS for SQL Server now supports SQL Server 2014 SP3 CU4 SU,"<p>A new minor version of Microsoft SQL Server is now available on <a href=""https://aws.amazon.com/rds/sqlserver/"" rel=""noopener"" target=""_blank"">Amazon Relational Database Service (Amazon RDS) for SQL Server</a>, offering performance and security fixes. Amazon RDS for SQL Server supports the new minor version for Microsoft SQL Server 2014 on the Express, Web, Standard, and Enterprise Editions.</p>"
f2cf3d3cfaab1721def94008033bb9eb2d8824cc,"Wed, 05 Oct 2022 17:03:14 +0000",amazon-redshift,analytics,https://aws.amazon.com/about-aws/whats-new/2022/10/amazon-redshift-serverless-supports-resource-tagging/,Amazon Redshift Serverless now supports resource tagging,"""<p><a href=""""https://aws.amazon.com/redshift/redshift-serverless/"""" rel=""""noopener"""" target=""""_blank"""">Amazon Redshift Serverless</a> now&nbsp"
6781953f61ddad7a972d9edd44b7795b39374fca,"Mon, 19 Sep 2022 22:09:37 +0000",amazon-redshift,analytics,https://aws.amazon.com/about-aws/whats-new/2022/09/amazon-redshift-announces-enhanced-system-logs-consistent-durability/, Amazon Redshift announces enhanced system logs with consistent durability," <p>Amazon Redshift customers use the system table/views (STL/SVL) to get insight into query executions for their performance and auditing needs. These system table/views are powered by system logs and generated by Amazon Redshift cluster. Amazon Redshift enhances the system log durability and now allows the users to fetch up to seven days of system log data irrespective of instance type, cluster size and workload on the cluster. The system logs are now also persisted across the pause and resume of your cluster.<br /> </p>"
c2d3cbadb15e5c09cb76c4a19bb36f23e9215cbd,"Wed, 17 Aug 2022 16:47:09 +0000",amazon-redshift,analytics,https://aws.amazon.com/about-aws/whats-new/2022/08/amazon-redshift-federated-sso-security-enhancements-query-editor-v2/,Amazon Redshift announces federated SSO support with ease of use and security capabilities enhancements for Query Editor V2.,"<p>Amazon Redshift Query Editor v2 , a free web-based tool for data exploration and analysis using SQL, is now enhanced with additional ease of use and security capabilities. Amazon Redshift Query Editor v2 simplifies the process for admins and end-users to connect Amazon Redshift clusters using their Identity Provider(IdP). As an administrator, you now can integrate your Identity Provider(IdP) with Amazon AWS console to access the Query Editor v2 as a federated user. You need to configure your identity provider (IdP) to pass in database user and (optionally) database groups by adding specific principal tags as SAML attributes.</p>"
